address,name,online_order,book_table,rate,votes,location,rest_type,dish_liked,cuisines,approx_cost(for two people),listed_in(type),listed_in(city)
"7, 2nd Main, MSR Nagar, Mathikere, New BEL Road, Bangalore",Deepak Paratha Plaza,no,no,3.5 /5,18,New BEL Road,Quick Bites,Not Specified,"North Indian, Street Food",200.0,Delivery,New BEL Road
"51/2 B1 M, Nishika Arcade, Nanjappa Main Road, Next to Jodidhars Club, Vidyaranyapura, New BEL Road, Bengaluru",The Snnackos,no,no,,0,New BEL Road,Quick Bites,Not Specified,"North Indian, Fast Food",250.0,Delivery,New BEL Road
"412, Third Block, 4th Main Road, Opposite Canara Bank, BEL Layout, Vidyaranyapura, New BEL Road, Bangalore",BBQ Nation Delivery,yes,no,,0,New BEL Road,Delivery,Not Specified,"BBQ, Mughlai",750.0,Delivery,New BEL Road
"58, 4th Block, Pipeline Road, MSR Nagar, New BEL Road, Bangalore",Jeet Punjabi Tadka,no,no,3.5 /5,17,New BEL Road,Quick Bites,Not Specified,"North Indian, South Indian",500.0,Delivery,New BEL Road
"13, 1st Main Road, Near MSRIT, MSR Nagar, New BEL Road, Bangalore",Little Bites,no,no,3.8 /5,184,New BEL Road,Quick Bites,"Pasta, Sandwiches, Chicken Jumbo Burger, Burgers, Lime Soda Sweet, Sandwich, Fried Cheese",Fast Food,400.0,Delivery,New BEL Road
"48, 1st Main Road, Jaladarsini Layout, New BEL Road, Bangalore",Nomadic Tandoor,yes,no,3.7 /5,168,New BEL Road,Cafe,Biryani,"Cafe, North Indian, Chinese, Continental",700.0,Delivery,New BEL Road
"4, Sai Shamik Plaza, 3rd Cross, Opposite M.S. Rammaih 1st Gate, New BEL Road, Bangalore",Wow! Sikkim Momo,no,no,3.2 /5,18,New BEL Road,Quick Bites,Not Specified,"Chinese, North Indian, Momos",150.0,Delivery,New BEL Road
"4/2, 6th Main Road, A.K.Colony, Mathikere Extension, New BEL Road, Bangalore",Biryani King,no,no,,0,New BEL Road,Quick Bites,Not Specified,"Biryani, North Indian, Chinese",400.0,Delivery,New BEL Road
"472, Devasandra Circle, New BEL Road, Bangalore",S L N Paratha Center,no,no,3.3 /5,14,New BEL Road,Quick Bites,Not Specified,North Indian,200.0,Delivery,New BEL Road
"1259, Soorya Plaza, 3rd Block, Opposite Canara Bank, Vidyaranyapura, New BEL Road, Bangalore",Shivas Family Restaurant,no,no,3.4 /5,8,New BEL Road,Casual Dining,Not Specified,"North Indian, Chinese",550.0,Delivery,New BEL Road
"976, 1st Floor, Above SBI Bank, Vidyaranyapura Last BusStop, New BEL Road, Bangalore",NalaMaharaja,no,no,3.3 /5,7,New BEL Road,Casual Dining,Not Specified,North Indian,500.0,Delivery,New BEL Road
"38, Nanjappa Main Road, Vidyaranyapura, New BEL Road, Bangalore",Sindhu Family Restaurant,no,no,3.2 /5,4,New BEL Road,Casual Dining,Not Specified,"North Indian, Chinese, Seafood",600.0,Delivery,New BEL Road
"1/B, 3rd Main Road, KGE Layout, RMV 2nd stage, New BEL Road, Bangalore",Lan Thai,no,no,4.0 /5,66,New BEL Road,Casual Dining,Salads,Thai,800.0,Delivery,New BEL Road
"213, Pipeline Road, MSR Nagar, Mathirkere, New BEL Road, Bangalore",Bihar Bhojanalaya,no,no,3.1 /5,14,New BEL Road,Quick Bites,Not Specified,"North Indian, Bihari",200.0,Delivery,New BEL Road
"64, Above Natural's Ice Cream, 80 Feet Road, Near Ramaiah Hospital, New BEL Road, Bangalore",Ambarsaria,no,no,2.7 /5,57,New BEL Road,Casual Dining,Not Specified,North Indian,800.0,Delivery,New BEL Road
"Shop 67, 69, 70, Inside Ramaiah Campus, New BEL Road, Bangalore",Chaiywaala Da Dhaba,yes,no,3.7 /5,67,New BEL Road,Cafe,"Ginger Chai, Pakoda, Tea, Paneer Thali, Chole Bhature","Cafe, Tea",250.0,Delivery,New BEL Road
"1st Main, Gate Number 4, Sapthagiri Block, M.S. Ramaiah College",Taste Buds,no,no,,0,New BEL Road,Quick Bites,Not Specified,"South Indian, Kerala, North Indian",200.0,Delivery,New BEL Road
"2/10, 80 Feet Road, RMV 2nd Stage, Poojary Layout, New BEL Road, Bangalore",Udupi Tazza Thindi,no,no,3.2 /5,7,New BEL Road,Quick Bites,Not Specified,"South Indian, North Indian, Chinese",300.0,Delivery,New BEL Road
"15/A, Jaladarshini Layout, MSR Nagar, Opposite BBMP Office, New BEL Road, Bangalore",Aarti Paratha & Rolls Corner,yes,no,3.6 /5,15,New BEL Road,Quick Bites,Not Specified,"North Indian, Fast Food",200.0,Delivery,New BEL Road
"20, 1st Main, Pipeline Road, Opposite MS Ramaiah Ground, Mathikere, New BEL Road, Bangalore",Durga Mess,no,no,3.6 /5,33,New BEL Road,Mess,Not Specified,North Indian,150.0,Delivery,New BEL Road
"369, MSR Nagar, 6th Main 8th Cross, Mathikere, New BEL Road, Bangalore, Bengaluru",Kabab Bite,no,no,,0,New BEL Road,Quick Bites,Not Specified,"North Indian, Chinese, Biryani",400.0,Delivery,New BEL Road
"Gate 4, 17/5, Jaladarshini Layout, Opposite MS Ramaiah Memorial Hospital, New BEL Road, Bangalore",Cooking Restaurant,no,no,,0,New BEL Road,Quick Bites,Not Specified,North Indian,200.0,Delivery,New BEL Road
"27, AG's Layout, New BEL Road, Bangalore",Ketty's Corner,no,no,3.3 /5,4,New BEL Road,Quick Bites,Not Specified,"Fast Food, Street Food, Beverages",200.0,Delivery,New BEL Road
"514, 4th Cross, MSR Nagar, New BEL Road, Bangalore",Thindipotha,no,no,,0,New BEL Road,Quick Bites,Not Specified,Biryani,300.0,Delivery,New BEL Road
"No 3,SR Street,4th Cross, RMV 2nd Stage, Devsandra, New BEL Road, Bangalore",D'7 Feast Resto Cafe,no,no,4.1 /5,147,New BEL Road,Casual Dining,"Mocktails, Burgers, Fish, Butter Chicken Pizza, Peri Peri Chicken Wings, Pasta, Steak","Burger, Pizza, Continental",600.0,Delivery,New BEL Road
"36, 2nd Main Road, 3rd Cross, Pipeline Road, New BEL Road, Bangalore",Koithio Kitchen,no,no,3.3 /5,4,New BEL Road,Quick Bites,Not Specified,"Chinese, Momos",600.0,Delivery,New BEL Road
"703,3rd Block,Bel Layout,Viyaranayapura Main Road, New BEL Road, Bangalore",Sweet Chariot,no,no,2.7 /5,19,New BEL Road,Bakery,Not Specified,"Bakery, Fast Food",500.0,Delivery,New BEL Road
"243, 5th Main, Pipeline Road, MSR Nagar, New BEL Road, Bangalore",Bengal Biriyani,no,no,2.9 /5,28,New BEL Road,Quick Bites,Not Specified,Biryani,150.0,Delivery,New BEL Road
"1st Main, 1st Cross, MS Ramaiah Nagar, New BEL Road, Bangalore",Tasty Corner,no,no,3.6 /5,13,New BEL Road,Quick Bites,Not Specified,South Indian,200.0,Delivery,New BEL Road
"4, 3rd Cross, Sai Shamik Plazza, Opposite M.S.R, New BEL Road, Bangalore",Kolkata Famous Kati Roll,no,no,3.4 /5,4,New BEL Road,Quick Bites,Not Specified,Rolls,200.0,Delivery,New BEL Road
"177, 1st Main Road, 8th Cross, MSR Nagar, New BEL Road, Bangalore",Orissa Dining Mess,no,no,,0,New BEL Road,Mess,Not Specified,"Bengali, North Indian",300.0,Delivery,New BEL Road
"15,9th Main, Mathikere Colony, New BEL Road, Bangalore",Andhra Mess,no,no,,0,New BEL Road,Mess,Not Specified,South Indian,300.0,Delivery,New BEL Road
"16, Tata Nagar Main Road, Next To BP Petrol Bunk, Balaji Layout, Outer Ring Road, Hebbal Post, Bangalore, Hebbal, Bangalore",Hyderabadi Bawarchi Multi Cuisine Restaurant,no,no,3.0 /5,100,Hebbal,Casual Dining,Not Specified,"Biryani, North Indian, Chinese",600.0,Delivery,New BEL Road
"4/1, 3rd Cross, Opposite NIAS Gate, MSRIT Road, Mathikere, Yeshwantpur, Bangalore",A1 Spice Inn,no,no,3.5 /5,46,Yeshwantpur,Casual Dining,Not Specified,"Biryani, Chinese, Hyderabadi, North Indian, South Indian",500.0,Delivery,New BEL Road
"60, MSR Main Road, Bangalore",Desi Rasoi,no,no,,0,New BEL Road,Quick Bites,Not Specified,"Fast Food, North Indian",300.0,Delivery,New BEL Road
"84/1, 12th Main, Mathikere Extension, New BEL Road, Bangalore",Eatsaa,no,no,3.5 /5,8,New BEL Road,Quick Bites,Not Specified,Chinese,300.0,Delivery,New BEL Road
"45, 1st Main, 3rd Cross, MSR Nagar, New BEL Road, Bangalore",Biryani Treats,no,no,2.5 /5,105,New BEL Road,Delivery,"Chicken, Pot Biryani, Mutton Biryani",Biryani,650.0,Delivery,New BEL Road
"10, New BEL Road, Bangalore",Lotus Bell,no,no,,0,New BEL Road,Quick Bites,Not Specified,"North Indian, Chinese",500.0,Delivery,New BEL Road
"3, Rukmini Apartment Lane, RMV 2nd Stage, New BEL Road, Bengaluru",Home Kitchen,no,no,,0,New BEL Road,Delivery,Not Specified,North Indian,250.0,Delivery,New BEL Road
"27, Ground Floor, 4th Cross, MSR College Road, Mathikere, New BEL Road, Bangalore",Qooked Restaurant,no,no,3.3 /5,4,New BEL Road,Quick Bites,Not Specified,"South Indian, Andhra, Chinese, North Indian",300.0,Delivery,New BEL Road
"412, Third Block, 4th Main Road, Opposite Canara Bank, BEL Layout, Vidyaranyapura, New BEL Road, Bangalore",Kake Ka Hotel,no,no,,0,New BEL Road,Delivery,Not Specified,North Indian,400.0,Delivery,New BEL Road
"MSR College Road, MS Ramaiah Hospital, New BEL Road, Bangalore",GET ur FIX @ Chote Miya,no,no,3.3 /5,4,New BEL Road,Quick Bites,Not Specified,Fast Food,300.0,Delivery,New BEL Road
"Near Bus Stop, Nanjappa Circle, Vidyaranyapura, New BEL Road, Bangalore",Hotel Tasty Land,no,no,,0,New BEL Road,Quick Bites,Not Specified,"Chinese, South Indian",200.0,Delivery,New BEL Road
"13, MSRIT Collage Road, Mathikere, New BEL Road, Bangalore",Rumi's,no,no,,0,New BEL Road,Quick Bites,Not Specified,"Biryani, Chinese, Rolls",300.0,Delivery,New BEL Road
"MSRIT College Road, Mathikere, New BEL Road, Bangalore",Ice Magic,no,no,3.4 /5,6,New BEL Road,Quick Bites,Not Specified,"Ice Cream, Fast Food, Beverages, Burger, Desserts, Juices",250.0,Delivery,New BEL Road
"60, A.N.D Main Road, Opposite Sambharam College, Vidynarayanpura, New BEL Road, Bangalore",Munch Box,no,no,NEW,0,New BEL Road,Quick Bites,Not Specified,"North Indian, Fast Food, South Indian",400.0,Delivery,New BEL Road
"New BEL Road, Bangalore",Midnight Hunger Project,no,no,3.2 /5,6,New BEL Road,Delivery,Not Specified,"North Indian, South Indian, Chinese",300.0,Delivery,New BEL Road
"Shop 1, New 22, New BEL Road, Bangalore",Doner Bel,no,no,3.4 /5,64,New BEL Road,Quick Bites,"Burgers, Doner Kebabs, Lamb Doner, Hummus Pita, Momos, Rolls, Chicken Doner","Turkish, Chinese",400.0,Delivery,New BEL Road
"368, 6 Main, 8 Cross, MSR Nagar, Near Ramaiah University, New BEL Road, Bangalore",United Cafe & Fastfood,no,no,,0,New BEL Road,Quick Bites,Not Specified,"Fast Food, North Indian",400.0,Delivery,New BEL Road
"MSR College Road, New BEL Road, Bangalore",Shawarma & Kolkata Rolls,no,no,3.3 /5,4,New BEL Road,Quick Bites,Not Specified,"Rolls, Fast Food",100.0,Delivery,New BEL Road
"2, Thindlu Village, Bullet Krishnappa Layout, Kodigehalli Main Road, Vidyaranyapura Post, New BEL Road, Bangalore",Sunmart Ice Cream Parlour,no,no,NEW,0,New BEL Road,Dessert Parlor,Not Specified,Ice Cream,100.0,Delivery,New BEL Road
"8/1, 3rd Cross, Chikkamaranahalli, New BEL Road, Bangalore",Om Sai Ram Food Junction,no,no,3.7 /5,39,Yeshwantpur,Quick Bites,Not Specified,North Indian,200.0,Delivery,New BEL Road
"963, 3rd Block, Bel Layout, Near Canara Bank, vidyaranyapura, New BEL Road, Bangalore",New Ambur Hot Dum Biriyani,no,no,,0,New BEL Road,Quick Bites,Not Specified,Biryani,200.0,Delivery,New BEL Road
"85, Pipeline Road, M.S.R.Nagar, New BEL Road, Bangalore",Sri Vasavi Bangarpet Chats,no,no,,0,New BEL Road,Quick Bites,Not Specified,Fast Food,300.0,Delivery,New BEL Road
"400/1, Lower Ground Floor, New BEL Road, Bangalore",La Mirch,no,no,,0,New BEL Road,Delivery,Not Specified,"North Indian, Kashmiri",400.0,Delivery,New BEL Road
"480, Near Devasandra Bus Stand, New BEL Road, Bangalore",Swaad,no,no,,0,New BEL Road,"Takeaway, Delivery",Not Specified,Bengali,400.0,Delivery,New BEL Road
"16/2, Food Court, Janadarshini Layout, New BEL Road, Bangalore",Hotpot EggStacy Chinese,no,no,,0,New BEL Road,Quick Bites,Not Specified,Chinese,250.0,Delivery,New BEL Road
"#41/14/789, Kodigehalli - Thindlu Road, Tindlu, New BEL Road, Bangalore",Loca - The World Of Kitchen,no,no,,0,New BEL Road,Mess,Not Specified,South Indian,200.0,Delivery,New BEL Road
"53, MSR College Road, New BEL Road, Bangalore",Rabi North Indian Food,no,no,,0,New BEL Road,Quick Bites,Not Specified,"North Indian, Chinese",250.0,Delivery,New BEL Road
"7, 2nd Main, MSR Nagar, Mathikere, New BEL Road, Bangalore",Tasty Fast Food,no,no,3.2 /5,4,New BEL Road,Quick Bites,Not Specified,"North Indian, Chinese",250.0,Delivery,New BEL Road
"38, Near Devasandra Bus Stand, New BEL Road, Bangalore",New Prashanth Natti Style,no,no,,0,New BEL Road,Quick Bites,Not Specified,"South Indian, Biryani",300.0,Delivery,New BEL Road
"380, Opposite Ramaiah (Rills) College, Behind HP Petrol Pump, Chikkamranahalli, New BEL Road, Bangalore",Bengaluru Hut,no,no,,0,New BEL Road,Quick Bites,Not Specified,South Indian,150.0,Delivery,New BEL Road
"Shop 48, 3rd Cross, 4th Main New Bel Road, Near Corporation bank, Dollars Colony, New BEL Road, Bangalore",Durga Mess,no,no,,0,New BEL Road,Mess,Not Specified,Mangalorean,200.0,Delivery,New BEL Road
"Shop 23, M S Ramaiah Hospital Campus, New BEL Road, Bengaluru",Akshaya Spice,no,no,,0,New BEL Road,Quick Bites,Not Specified,"Andhra, Chinese, North Indian",300.0,Delivery,New BEL Road
"22, New BEL Road, Jaladarsini Layout, Mathikere, New BEL Road, Bangalore",Patville,no,no,3.1 /5,9,New BEL Road,Dessert Parlor,Not Specified,Desserts,300.0,Delivery,New BEL Road
"RMV 2nd Stage, New BEL Road, Bangalore",Yumkiin,no,no,,0,New BEL Road,Delivery,Not Specified,"Bengali, South Indian, Bihari, Oriya, North Indian",250.0,Delivery,New BEL Road
"39, 4th cross, 1st Block, RMV 2nd Stage, New BEL Road, Bangalore",Bake-A-Luru,no,no,,0,New BEL Road,Bakery,Not Specified,"Bakery, Desserts",500.0,Delivery,New BEL Road
"8, 1st A main road, Dhanalakshmi Layout, Virupakshapura, Bangalore",Ootada Dabba,no,no,,0,New BEL Road,"Takeaway, Delivery",Not Specified,South Indian,200.0,Delivery,New BEL Road
"New BEL Road, Bangalore",Belly Doze,no,no,3.6 /5,31,New BEL Road,"Takeaway, Delivery",Not Specified,"North Indian, Mughlai, Chinese",600.0,Delivery,New BEL Road
"7, MSRIT Road, Mattikere, New BEL Road, Bengaluru",Boys Home,no,no,,0,New BEL Road,Delivery,Not Specified,"North Indian, South Indian",100.0,Delivery,New BEL Road
"Sennappa Layout, Bangalore",Crispy Clouds,no,no,,0,New BEL Road,Delivery,Not Specified,"Bakery, Desserts",300.0,Delivery,New BEL Road
"347, 8th Main, 2nd Phase, 1st stage, MSR Main Road, Mathikere, Malleshwaram, B.B.M.P North, New BEL Road, Bangalore",Sri Gajanana Fruit Juice Center,yes,no,,0,New BEL Road,"Quick Bites, Beverage Shop",Not Specified,"Juices, Fast Food",150.0,Delivery,New BEL Road
"212, 3rd Main Paipe Line Road, MSR Nagar, New BEL Road, Bangalore",Tripti Hotel & Restaurant,no,no,3.6 /5,18,New BEL Road,Quick Bites,Not Specified,"Biryani, South Indian, North Indian",200.0,Delivery,New BEL Road
"106, Cauvery Complex New BEL Road, New BEL Road, Bangalore",Mayuri,no,no,2.5 /5,79,New BEL Road,Casual Dining,Biryani,"Andhra, North Indian, Chinese",700.0,Delivery,New BEL Road
"412, Third Block, 4th Main Road, Opposite Canara Bank, BEL Layout, Vidyaranyapura",Ministry of Burger,no,no,,0,New BEL Road,Delivery,Not Specified,Continental,500.0,Delivery,New BEL Road
"Near Ramaiah College Bus Stop, Mathikere, Yeshwantpur, Bangalore",Udupi Garden,no,no,3.0 /5,44,Yeshwantpur,Quick Bites,Not Specified,"North Indian, Chinese, South Indian, Street Food",300.0,Delivery,New BEL Road
"7/1, MS Ramaiha Engineering College Road, Maurya Paradise Inn, Mathikhere, New BEL Road, Bangalore",Food Feed Restaurant,no,no,3.7 /5,29,New BEL Road,Casual Dining,Not Specified,"Arabian, Chinese, Kerala, North Indian",750.0,Delivery,New BEL Road
"708, 5th Block, HMT Layout, Vidyaranyapura Main Road, New BEL Road, Bangalore",Kolkatta Famous Kati Rolls,no,no,,0,New BEL Road,"Takeaway, Delivery",Not Specified,Rolls,150.0,Delivery,New BEL Road
"Skyline Beverly Park, Amruthahalli Main Road Bangalore",Frosted Memories,no,no,4.0 /5,34,Hebbal,Bakery,Not Specified,Bakery,200.0,Delivery,New BEL Road
"Sanjay Nagar, Bangalore",Sugarly Spiced,no,no,,0,Sanjay Nagar,Delivery,Not Specified,Cafe,600.0,Delivery,New BEL Road
"Pipleline Road, Yeshwantpur, Bangalore",Royal Beans,no,no,3.8 /5,16,Yeshwantpur,Delivery,Not Specified,Desserts,400.0,Delivery,New BEL Road
"20, 1st Main, HIG Dollars Colony, RMV 2nd stage, Sanjay Nagar, Bangalore",The Higher Taste,no,no,3.3 /5,6,Sanjay Nagar,Quick Bites,Not Specified,"North Indian, Fast Food",350.0,Delivery,New BEL Road
"2/32, 2nd E Main, Bhoopasandra New Extension, RMV Stage 2, Sanjay Nagar, Bangalore",Bangalore Blooms,no,no,,0,Sanjay Nagar,Bakery,Not Specified,Bakery,300.0,Delivery,New BEL Road
"Near BESCOM, Sanjay Nagar, Bangalore",Happy Khaana,no,no,,0,Sanjay Nagar,Delivery,Not Specified,North Indian,300.0,Delivery,New BEL Road
"HMT Main Road, Jalahalli, Bangalore",Bonbonbite,no,no,3.5 /5,10,Jalahalli,Bakery,Not Specified,"Bakery, Desserts",450.0,Delivery,New BEL Road
"170, KGE Layout, New BEL Road, Bangalore",Cafe Lassi Lab,yes,no,3.3 /5,6,New BEL Road,"Quick Bites, Beverage Shop",Not Specified,"Fast Food, Beverages",300.0,Delivery,New BEL Road
"173, Near Vibhav Theatre, Sanjay Nagar, Bangalore",Bengaluru Cafe,no,no,3.3 /5,4,Sanjay Nagar,Quick Bites,Not Specified,South Indian,150.0,Delivery,New BEL Road
"48, Ground Floor, 1st Main Road, Jaladarshini Layout, Sanjay Nagar, Bangalore",Daryaganj Chowk,no,no,3.1 /5,13,Sanjay Nagar,Quick Bites,Not Specified,"North Indian, Fast Food",400.0,Delivery,New BEL Road
"76/1, 5th Main, 1 Street Cross, Near Mathikere Market, New BEL Road, Bangalore",Shake The Shake,yes,no,,0,New BEL Road,Quick Bites,Not Specified,Juices,200.0,Delivery,New BEL Road
"62, MS Ramaiah Hospital, New BEL Road, Bangalore",Rotti Mane,yes,no,,0,New BEL Road,Quick Bites,Not Specified,South Indian,200.0,Delivery,New BEL Road
"1269/1, 1st Floor, 1st Block, Near Canara Bank, BEL Layout, Vidyaranyapura, New BEL Road, Bangalore",Mr. Chef,yes,no,3.2 /5,119,New BEL Road,Casual Dining,Not Specified,"North Indian, Chinese, Biryani",500.0,Delivery,New BEL Road
"5/1, 2nd Cross, MSRE College road, Mathikere, , Bangalore",Om Meals & Paratha Junction,yes,no,NEW,0,New BEL Road,Quick Bites,Not Specified,North Indian,100.0,Delivery,New BEL Road
"30/10, RMV 2nd Stage, Boopsandra Main Road, Sanjay Nagar, Bangalore",Mabra Family Restaurant,yes,no,3.1 /5,33,Sanjay Nagar,Quick Bites,Not Specified,"North Indian, Chinese",450.0,Delivery,New BEL Road
"10, Near St Claret College, MES Ring Road, Jalahalli, Bangalor",Kuttanadu Family Restaurant,yes,no,3.6 /5,17,Jalahalli,Casual Dining,Not Specified,"Seafood, South Indian",600.0,Delivery,New BEL Road
"A-2 HMT Main Road, Sector 2, Jalahalli, Bangalore",Kadamba Gardenia,no,no,3.6 /5,74,Jalahalli,Casual Dining,"Set Dosa, Thali, Rava Masala Dosa","South Indian, Chinese, North Indian, Street Food",400.0,Delivery,New BEL Road
"29, Rajagopal Road, 2nd Stage, Sanjay Nagar, Bangalore",Atithi Satkar,no,no,3.7 /5,91,Sanjay Nagar,Casual Dining,"Vada, Lime Soda, Thali, Masala Dosa","South Indian, North Indian, Fast Food, Chinese",400.0,Delivery,New BEL Road
"19, Bhoopasandra Main Road, Sanjay Nagar, Bangalore",Kolkata Refreshments,no,no,3.0 /5,14,Sanjay Nagar,Quick Bites,Not Specified,"Bengali, Fast Food",200.0,Delivery,New BEL Road
"33, PNS Complex, Vinayaka Layout, Boopsandra Main Road, Sanjay Nagar, Bangalore",Samba Shake N Juice,no,no,3.5 /5,11,Sanjay Nagar,Quick Bites,Not Specified,"Fast Food, Juices",200.0,Delivery,New BEL Road
"1, Opposite Mind & Brain Hospital, Kodegahalli Main Road, Sahakara Nagar, Bangalore",Sea Salt,no,no,3.7 /5,18,Sahakara Nagar,Quick Bites,Not Specified,"South Indian, Seafood",600.0,Delivery,New BEL Road
"House 3, Ranganath Complex, Near NCBS University, Canara Bank Layout, Sahakara Nagar, Bangalore",Hattke,no,no,3.5 /5,27,Sahakara Nagar,Quick Bites,Not Specified,"North Indian, South Indian",350.0,Delivery,New BEL Road
"Sanjay Nagar, Bangalore",The Local Kitchen,no,no,,0,Sanjay Nagar,Delivery,Not Specified,"Chinese, North Indian",250.0,Delivery,New BEL Road
"699, A Block, 16th Main, 19th Cross, Sahakara Nagar, Bangalore",Indian Bench,no,no,,0,Sahakara Nagar,Quick Bites,Not Specified,"Fast Food, North Indian",500.0,Delivery,New BEL Road
"Sanjay Nagar, Bangalore",Midnight Hunger Solutions 24/7,no,no,3.0 /5,10,Sanjay Nagar,Delivery,Not Specified,"North Indian, Mughlai, Chinese",500.0,Delivery,New BEL Road
"1, Masjid Complex, Opposite Bhoopasandra Bus Stop, RMV 2nd Stage, Sanjay Nagar, Bangalore",Al Kabab Corner,no,no,,0,Sanjay Nagar,Quick Bites,Not Specified,"Chinese, North Indian",350.0,Delivery,New BEL Road
"401, 7th Cross, 6th Main Road, Mathikere, Yeshwantpur, Bangalore",Ruchi Curry Point,no,no,,0,Yeshwantpur,Quick Bites,Not Specified,"Biryani, North Indian",400.0,Delivery,New BEL Road
"Bhoopsandra Main Road, Sanjay Nagar, Bangalore",Sherin Ice Palace,no,no,,0,Sanjay Nagar,Dessert Parlor,Not Specified,"Ice Cream, Desserts",250.0,Delivery,New BEL Road
"173, Main Road, Sanjay Nagar, Bangalore",Star Food County,yes,no,3.4 /5,11,Sanjay Nagar,Kiosk,Not Specified,Fast Food,300.0,Delivery,New BEL Road
"Sanjay Nagar, Sanjay Nagar, Bangalore",Desi Spicey,no,no,,0,Sanjay Nagar,Delivery,Not Specified,"North Indian, Chinese",300.0,Delivery,New BEL Road
"88, Bhoopasandra Main Road, Sanjay Nagar",Dil Face Food,no,no,,0,Sanjay Nagar,Quick Bites,Not Specified,Fast Food,150.0,Delivery,New BEL Road
"141, 11th B Cross, Near Virupakshapura Arc, Vidyanarayanpura Post, Sahakara Nagar, Bangalore",Sketches,no,no,3.5 /5,14,Sahakara Nagar,Quick Bites,Not Specified,"South Indian, Fast Food",350.0,Delivery,New BEL Road
"173/2, Near Vaibhav Theatre, Sanjaynagar Main Road, Sanjay Nagar, Bangalore",New Ambur Hot Dum Biryani,no,no,,0,Sanjay Nagar,Quick Bites,Not Specified,"Arabian, Biryani, North Indian",400.0,Delivery,New BEL Road
